chemID	r_mean	l_mean	m_mean	h_mean	monotonic_status	pval	endpoint_log2fc
HCER	2.602006779661017	2.451423529411765	2.8302756097560975	2.463990909090909	stable	0.9023	0.07862778786520482
PE	154.1540627118644	159.87617647058823	155.5400219512195	164.7893909090909	stable	0.9907	0.09625045324130596
PC	1631.9279491525424	1666.6884117647057	1688.7725853658537	1680.7414545454546	stable	0.9968	0.04252045179817459
DCER	1.0179186440677965	0.9963764705882353	1.0107268292682927	1.0547181818181819	stable	0.998	0.0512353054079878
DAG	28.149937288135593	28.81380588235294	33.37396341463415	26.906436363636363	dynamic	0.3542	0.06518038313427577
LCER	4.886505084745763	4.693758823529412	5.04010243902439	4.682790909090909	stable	0.9564	0.06143437105358604
PI	42.36910847457627	44.144217647058824	44.11531951219512	42.248372727272724	stable	0.9867	0.004116997566585864
SM	458.56442881355935	437.3338058823529	462.0363024390244	463.6109909090909	stable	0.9979	0.015790320657097914
CER	3.8628966101694915	3.8234470588235294	4.0082	3.9180454545454544	stable	0.9855	0.02045107030961996
CE	2667.6817966101694	2549.879	2746.345731707317	2581.4906363636364	stable	0.9987	0.047382225738460404
LPC	124.49048983050848	122.56607058823529	128.70365853658538	114.45464545454546	stable	0.9929	0.12125951527466536
LPE	4.026250847457627	4.217023529411764	4.379448780487805	4.2052	stable	0.9382	0.06273735765331767
MAG	2.586808474576271	2.3591176470588233	2.6950097560975608	2.2988454545454546	stable	0.9922	0.17026376123494183
TAG	1018.1525728813559	1105.7005764705882	1184.5144585365854	886.5443636363636	dynamic	0.3802	0.19968903725810228
FFA	1584.248779661017	1564.1011764705884	1593.7908780487805	1645.129181818182	stable	0.9656	0.054401970094534666
