	ST-00010415_t1	ST-00010415_t2	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044073_t1	ST-00044073_t2	ST-00044885_t1	ST-00044885_t2	ST-00045433_t1	ST-00045433_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00057532_t2	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00075023_t1	ST-00075023_t2	ST-00128432_t1	ST-00128432_t2	ST-00177454_t1	ST-00177454_t2	ST-00242187_t1	ST-00242187_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t1	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00320227_t1	ST-00320227_t2	ST-00339988_t1	ST-00339988_t2	ST-00360236_t1	ST-00360236_t2	ST-00418342_t1	ST-00418342_t2	ST-00423444_t1	ST-00423444_t2	ST-00466055_t1	ST-00466055_t2	ST-00505289_t1	ST-00505289_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00550067_t1	ST-00550067_t2	ST-00596988_t1	ST-00596988_t2	ST-00597582_t1	ST-00597582_t2	ST-00606222_t1	ST-00606222_t2	ST-00611296_t1	ST-00611296_t2	ST-00616972_t1	ST-00616972_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00630737_t2	ST-00631493_t1	ST-00631493_t2	ST-00632345_t1	ST-00632345_t2	ST-00634998_t1	ST-00634998_t2	ST-00641613_t1	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t1	ST-00651926_t2	ST-00652037_t1	ST-00652037_t2	ST-00653378_t1	ST-00653378_t2	ST-00656708_t1	ST-00656708_t2	ST-00659767_t1	ST-00659767_t2	ST-00660767_t1	ST-00660767_t2	ST-00685031_t1	ST-00685031_t2	ST-00705243_t1	ST-00705243_t2	ST-00705245_t1	ST-00705245_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00711931_t1	ST-00711931_t2	ST-00714687_t1	ST-00714687_t2	ST-00718962_t1	ST-00718962_t2	ST-00723045_t1	ST-00723045_t2	ST-00730777_t1	ST-00730777_t2	ST-00731125_t1	ST-00731125_t2	ST-00731336_t1	ST-00731336_t2	ST-00731705_t1	ST-00731705_t2	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t1	ST-00745902_t2
DAS28	r	l	r	r	r	r	l	m	r	r	m	m	r	r	r	m	r	r	r	r	m	m	r	r	m	l	h	m	r	r	l	r	r	r	r	r	r	r	m	m	m	r	m	r	m	l	h	h	m	h	l	l	r	r	r	r	l	h	m	m	r	r	l	m	r	r	l	m	r	r	r	r	r	m	m	m	h	r	l	m	l	r	r	r	m	r	m	m	m	m	m	m	m	m	m	l	m	l	r	r	h	h	r	r	r	r	l	h	m	m	m	m	r	r	m	m	r	m	h	h	l	m	r	r	r	r	l	r
100000257	1.5674	1.8382	0.8284	0.7866	1.1446	0.9489	1.3206	1.9863	1.0318	0.8404	0.9790000000000001	0.9148	0.9563	0.7273	1.2137	1.7009	1.0817	1.4051	0.9944	1.3295	0.7182	0.7203	0.64	0.6648	1.4278	1.2107	0.9831	3.7389	1.0542	1.0056	0.6909	0.769	1.1026	1.196	0.726	0.7409	1.5816	1.4161	0.9158	0.8349	2.4329	2.4419	0.8074	0.9235	1.2537	1.2244	2.8022	2.5481	1.1809	1.6955	1.5779	0.8286	1.3478	1.3566	0.5634	0.6075	3.3789999999999996	2.5682	0.8179	0.6907	0.9274	1.0322	0.7363	0.625	1.0221	1.2119	1.4668	1.5792	0.9272	1.2374	0.703	0.55	1.1624	1.1697	1.4794	1.1997	1.4288	0.7038	0.5266	0.5629	0.9305	0.8393	0.9446	1.2642	0.6457	0.8011	1.0169	1.0469	0.9682	0.8425	0.8726	0.9134	1.6121	1.5601	1.6976	1.7758	1.6626	1.5785	0.8179	0.8159	1.3695	0.701	0.9709	0.9252	0.6474	0.6092	0.648	1.0526	0.929	0.7985	6.1281	3.8848	0.6014	0.7235	1.5981	0.5245	0.5419	0.5822	1.9211	0.5332	0.7314	0.5741	1.4752	1.38	1.2404	1.2148	0.8474	1.1452
100004208	4.0486	2.2747	0.5716	0.7817	1.0082	1.3832	1.1651	1.9647	1.5567	0.2222	0.9857	0.1766	1.1713	1.89	2.3742	4.1532	1.4880000000000002	1.2628	1.9788	2.2692	0.3515	0.2512	2.3027	2.5552	3.0017	0.8683	0.6535	0.3839	0.2668	0.9993	1.2357	1.0007	2.4236	3.0193	1.9453	1.6926	1.6769	0.6712	1.551	1.5564	0.3047	0.2309	0.8375	0.6456	0.6962	1.0304	2.2765	1.1388	2.2614	0.8833	1.0303	1.1758	7.0478	8.7869	0.5345	0.3521	0.9918	1.1315	0.5796	1.7118	1.1179999999999999	1.3237	0.6603	0.4065	0.6298	0.8921	4.6531	2.5986	0.7012	0.7674	0.547	0.2034	0.8676	0.7512	1.6629	1.7206	0.6462	0.3454	0.08199999999999999	0.1769	1.2381	0.6077	1.1843	1.4287	0.5405	1.609	0.3358	0.3139	0.1465	0.1454	2.3898	2.1089	0.9279999999999999	0.639	1.1926	2.9538	0.2155	0.2126	0.5132	0.4088	0.2121	0.2888	3.0825	1.6001	0.6969	1.3833	1.4247	1.5411	1.6271	1.0485	0.8997	1.3879	0.6131	0.5752	0.4189	0.0291	0.7015	0.5996	0.429	0.3599	1.0151	0.2941	0.7794	0.9943	5.5565	0.9935	0.5233	1.4461
100020536	12.4532	3.1471	1.1658	0.2068	0.8563	3.1486	0.5543	0.4368	4.1129	0.1303	0.0198	0.0418	0.8271	2.1187	3.593	6.5264	0.2199	0.2706	4.5045	7.202999999999999	0.6329	0.2584	1.8737	4.0329	4.7729	0.612	0.8812	0.5188	0.9031	0.7054	3.2546	2.526	6.7498	6.0887	1.8833	3.4688	0.8694	0.2738	1.7853	3.1056	0.14800000000000002	0.3885	1.203	0.5534	1.2418	4.0753	3.5727	2.8248	3.2008	0.6181	1.2112	1.3898	5.975	7.6732	0.7943	0.086	1.8814	1.4988	0.5948	2.8477	2.1594	1.9477	0.9636	0.5774	0.0663	0.1831	3.5898	6.6721	0.7378	0.5712	0.6474	0.1331	3.8003	2.8019	2.6577	0.5908	0.33	0.282	0.0575	0.0198	1.2295	0.0772	1.5258	2.8823	1.7843	4.5524	0.2018	0.2471	0.0745	0.1132	3.0608	4.2112	0.2969	0.1148	1.3035	3.681	0.1323	0.0458	0.5016	0.1608	0.2293	0.207	4.1429	1.5548	0.2674	0.7487	0.5558	0.6029	4.6273	1.4711	0.3307	1.2258	1.3204	1.3606	0.0384	0.0198	2.1578	0.8759999999999999	0.2115	0.3481	2.1296	0.2372	0.5259	1.1717	1.9393	1.0364	0.812	2.6002
100001605	3.1692	1.4274	0.6415	0.8599	1.6544	1.8804	0.4032	0.5546	2.0017	0.3137	0.1472	0.1124	1.2822	2.0209	2.2903	3.64	1.1572	1.3263	1.3718	1.5499	0.6917	0.5871	1.7107	1.9514	2.3922	0.4093	1.032	0.4866	0.1783	1.0390000000000001	1.2897	1.3318	2.6748	2.6023	2.3133	1.5868	1.3522	0.5015	1.9838	2.1952	0.16399999999999998	0.0874	0.6648	0.4467	1.3243	1.6841	2.3081	1.0245	1.6187	0.6982	0.774	1.4665	3.9052	4.7768	0.5427	0.3895	0.6701	1.0042	0.4328	1.3162	1.3726	1.6249	0.9322	0.8209	0.7983	1.0516	3.4759	2.1641	0.6792	0.9641	0.9915	0.281	1.1201	1.1165	1.8799	1.7619999999999998	0.4965	0.2771	0.0714	0.1588	1.0983	0.583	1.0895	1.6219999999999999	0.9736	1.8187	0.3467	0.2674	0.2495	0.1993	2.3407	2.8716	0.8555	0.6027	1.3471	3.1956	0.3061	0.2683	0.4584	0.3409	0.2232	0.2708	2.1619	0.997	0.8201	0.7953	1.5787	1.8924	1.7158	1.2112	0.3888	0.5121	0.9958	0.6057	0.2452	0.0373	0.9307	0.4592	0.3663	0.2577	1.4848	0.4841	0.6837	1.5772	4.4705	0.7593	0.5812	1.4321
100001121	0.9433	1.0601	1.8014	2.3848	2.6219	1.2213	0.4895	0.7728	2.3434	1.0892	1.5128	5.8734	0.9269	0.5665	10.5354	5.5698	1.6775	1.0348	0.6559	0.4956	0.8772	0.8648	1.119	1.4203	1.9579	2.1919999999999997	1.5266	0.7098	0.4502	0.4339	11.9341	3.531	2.0875	4.1499	0.3411	0.4134	3.7148	1.3982	0.9003	0.619	0.4342	4.122	4.3987	4.367	2.1266	1.45	50.4951	2.9458	10.3585	1.5033	0.6308	0.5615	1.8473	0.7583	4.3372	4.2971	10.3204	9.3612	1.2256	0.3837	6.3084	4.6352	1.2436	1.7154	5.5005	5.2203	1.2279	73.7074	0.6581	1.2307	0.07	0.0362	0.2667	0.5867	0.762	0.9069	2.1525	1.6947	0.9652	0.6846	6.6307	4.4623	0.2114	0.5134	1.1967	1.4516	0.7112	2.0121	0.6894	57.9045	0.4739	0.272	0.5342	0.3907	3.5955	11.935	1.0312	0.6007	1.1915	0.8303	0.3448	0.4188	0.4973	0.4464	0.583	0.7933	0.7909	1.0779	0.5285	0.5241	2.2689	1.2872	1.0523	0.9688	0.4683	0.3236	0.8863	1.0731	0.2512	0.3477	1.74	2.9355	0.2219	1.206	0.7171	1.1318	0.3823	0.4719
100015831	2.2738	2.0419	1.1474	1.2032	1.0669	0.7296	1.9106	3.5703	0.6945	0.9108	0.6878	1.1675	1.5965	1.0898	1.0115	0.8507	1.2439	1.9746	1.5941	1.7678	0.9016	0.5042	1.1854	1.2789	0.6694	1.2204	1.1839	1.2018	0.8423	0.9162	1.4274	0.6895	0.7909	0.8629	1.4865	1.2855	1.1097	1.6316	0.7048	1.3279	1.4235	0.7372	0.9954	1.9564	1.5483	1.1233	0.4372	0.5912	0.491	0.4492	0.7240000000000001	0.5709	1.1111	0.8151	0.9235	1.6801	1.0969	0.56	0.7373	1.1881	1.1942	1.2373	1.1942	1.6326	1.1799	2.0866	0.6745	0.7629	2.645	2.5511	1.0937	0.8906	1.1945	0.6853	1.4698	1.1428	0.8117	1.3192	0.7068	1.0023	0.9108	1.1937	0.6794	0.3594	0.6521	0.4097	0.4636	0.7276	0.4153	0.7604	0.53	0.2655	1.0006	0.6266	0.9799	0.7155	0.9495	1.6652	0.8851	0.9217	1.6283	0.9552	1.2215	1.1418	1.2738	1.3789	0.7331	1.3836	0.6747	0.7377	0.9790000000000001	0.9387	1.515	3.0915	0.8495	0.9603	0.6931	0.8183	0.8706	0.8313	0.8123	1.0563	1.0717	0.9994	0.6253	1.0121	1.2988	1.0535
100001950	1.4351	1.9894	1.1192	1.3717	0.6866	1.0048	0.9098	1.0893	0.5406	1.0948	0.9034	1.1249	0.4979	1.0123	0.6589	1.0445	1.8817	2.0980000000000003	1.7895	1.3114	1.2293	0.7629	0.7419	1.0175	0.831	1.7701	0.6297	0.8038	0.7809	0.9672	0.9444	0.8746	1.2726	0.9006	1.1296	1.3723	2.3434	1.8297	1.9309	1.4681	0.992	0.9464	1.7221	1.9526	1.0523	0.7055	0.4807	0.805	1.6937	1.0017	1.0447	0.6377	1.0615	0.5815	1.4767	2.0769	1.3737	0.7581	0.7557	0.6546	2.3782	2.2245	0.8832	1.1147	0.7739	1.3626	1.0552	1.1095	0.2306	0.6526	1.5142	1.3854	1.7557	1.2094	0.8766	0.7481	0.9104	1.6038	1.0158	0.9865	3.5326	2.4244	1.1523	0.5711	0.5531	0.7225	0.7447	1.1049	0.9005	0.4687	0.8675	0.5046	0.6273	0.6356	1.3361	0.9328	0.8641	1.0702	0.6695	0.9511	1.074	1.002	1.361	1.1676	1.7434	2.5956	0.8949	0.9545	0.8227	0.8966	0.3398	0.3933	0.9952	1.7692	0.9983	1.1358	0.33799999999999997	1.1697	0.5412	0.3856	0.3946	0.8591	1.1368	1.2237	1.0521	2.4642	0.6533	0.5957
100006098	5.1538	1.6184	0.0406	0.0734	1.0403	2.8294	0.0437	0.11	3.8535	0.0911	0.0134	0.0141	2.6863	2.9246	5.2799	5.3959	0.0832	0.0911	1.7354	2.9476	1.2494	0.0781	1.8061	2.9832	4.6693	0.2058	0.3399	0.0498	0.0484	0.1471	2.5385	1.946	3.1144	4.6088	2.4491	2.6655	0.47200000000000003	0.0727	1.1939	3.4537	0.09	0.0329	1.2616	0.8436	0.8013	3.4151	4.4358	1.7099	3.0574	0.128	0.9315	0.9597	4.4989	5.8801	0.0675	0.0667	1.7281	2.4935	0.4408	2.2929	1.6271	1.7957	1.6772	0.1758	0.0694	0.1696	3.0911	2.7164	0.0736	0.0315	1.4901	0.0839	2.5072	3.0810000000000004	1.4941	0.3639	0.0897	0.0529	0.0089	0.0266	1.588	0.0356	2.6022	4.6113	1.0574	4.1269	0.0431	0.0666	0.0157	0.0355	1.7618	4.3204	0.0246	0.0214	1.6357	3.9327	0.0123	0.0122	0.9597	0.0356	0.1299	0.1273	4.8942	2.3861	0.0784	0.0978	0.3655	0.3331	2.7639	1.1968	0.2282	0.3249	0.4667	1.4446	0.0197	0.0089	1.8048	0.6667	0.0655	0.1218	3.4189	0.2217	1.0	1.5864	2.3021	1.8747	0.9016	2.5381
100002761	4.718	6.0979	1.0017	0.7937	0.0807	0.2001	1.6787	1.4603	1.3441	1.4483	1.3861	1.4194	0.5684	0.4028	1.484	1.7649	4.7176	4.5553	2.4459	2.9302	0.0807	0.0807	1.3412	1.9734	0.6998	0.0807	9.7492	13.2033	0.1854	0.2732	0.0807	0.0807	0.584	0.5363	0.616	0.8986	0.2299	0.4052	3.4455	2.7769	0.653	0.4997	0.0807	0.0807	0.18100000000000002	0.3031	0.7718	0.3245	7.2214	0.2342	2.1814	2.5309	4.6785	4.6957	0.9819	0.9155	2.456	1.6944	0.8024	0.8	0.2184	0.3475	0.9971	1.2335	2.4242	3.0634	2.9255	3.0397	2.6461	3.0978	1.8253	1.7079	0.1002	0.0807	0.0807	0.4157	0.3192	0.3742	0.9282	2.1412	0.0807	0.0807	1.3582	1.3498	0.4436	0.6096	0.6543	0.9007	0.0807	0.2831	1.0181	0.8856	0.09300000000000001	0.5136	0.0807	0.0807	0.1722	0.0807	1.7336	1.3272	2.1288	4.3752	1.1157	1.0094	0.4543	0.8068	2.2642	1.7153	3.7026	3.6466	0.4843	0.6348	0.903	1.4977	5.105	9.2221	0.5292	0.2114	0.3178	0.4861	0.4459	0.659	0.0807	0.0807	1.0	2.3282	2.8106	2.2219
